,Song_name,shakira
228,dia especial english   ,"""Yo no s\u00c3\u00a9 si es muy tarde para ti Quiero desafiar la comodidad No nos sirve m\u00c3\u00a1s fingir"", ""Yo no s\u00c3\u00a9 cu\u00c3\u00a1n ef\u00c3\u00admero es tu error Ya te perdon\u00c3\u00a9 Adelant\u00c3\u00a9 las agujas del reloj"", ""Mi l\u00c3\u00a1grima sec\u00c3\u00b3 Se aleja el temporal Latiendo como el sol Mi coraz\u00c3\u00b3n no tiene edad Para esperarte"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"", ""Ya no estoy tan confusa como ayer Solo la ilusi\u00c3\u00b3n trae desilusi\u00c3\u00b3n Y es tan f\u00c3\u00a1cil decaer"", ""El mundo en que cre\u00c3\u00ad Lo eterno y lo fugaz Prefiero darle fin A que me ocultes la verdad m\u00c3\u00a1s vulnerable"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"", ""Latiendo como el sol Mi coraz\u00c3\u00b3n no tiene edad"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"""
229,la quiero a morir je laime a mourir   ,
230,dont bother version filtrada antes de lanzamiento   ,"""She's got the kind of look that defies gravity She's the greatest cook And she's fat-free"", ""She's been to private school And she speaks perfect French She's got the perfect friends Oh, isn't she cool?"", ""She practices Tai Chi She'd never lose her nerve She's more than you deserve She's just far better than me"", ""Hey, hey!"", ""So don't bother I won't die of deception I promise you won't ever see me cry Don't feel sorry"", ""And don't bother I'll be fine, but she's waiting And the ring you gave to her will lose its shine So don't bother, be unkind"", ""I'm sure she doesn't know How to touch you like I would I beat her at that one good Don't you think so?"", ""She's almost six feet tall She must think I'm a flea I'm really a cat, you see And it's not my last life at all"", ""Hey, hey!"", ""So don't bother I won't die of deception I promise you won't ever see me cry Don't feel sorry"", ""Don't bother I'll be fine, but she's waiting And the ring you gave to her will lose its shine So don't bother, be unkind"", ""For you, I'd give up all I own And move to a communist country If you came with me, of course And I'd file my nails, so they don't hurt you And lose those pounds, and learn about football If it made you stay, but you won't, but you won't"", ""So don't bother I'll be fine, I'll be fine, I'll be fine, I'll be fine Promise you won't ever see me cry And after all, I'm glad that I'm not your type Promise you won't ever see me cry"", ""Don't bother I'll be fine, I'll be fine, I'll be fine, I'll be fine Promise you won't ever see me cry And after all, I'm glad that I'm not your type Not your type, not your type, not your type Promise you won't ever see me cry"""
231,lo hecho esta hecho en ingles   ,
232,antologia letras   ,"""Para amarte necesito una raz\u00c3\u00b3n Y es dif\u00c3\u00adcil creer que no exista una m\u00c3\u00a1s que este amor Sobra tanto dentro de este coraz\u00c3\u00b3n Y a pesar de que dicen que los a\u00c3\u00b1os son sabios Todav\u00c3\u00ada se siente el dolor"", ""Porque todo el tiempo que pas\u00c3\u00a9 junto a ti Dej\u00c3\u00b3 tejido su hilo dentro de m\u00c3\u00ad"", ""Y aprend\u00c3\u00ad a quitarle al tiempo los segundos T\u00c3\u00ba me hiciste ver el cielo a\u00c3\u00ban m\u00c3\u00a1s profundo Junto a ti creo que aument\u00c3\u00a9 m\u00c3\u00a1s de tres kilos Con tus tantos dulces besos repartidos"", ""Desarrollaste mi sentido del olfato Y fue por ti que aprend\u00c3\u00ad a querer los gatos Despegaste del cemento mis zapatos Para escapar los dos volando un rato"", ""Pero olvidaste una final instrucci\u00c3\u00b3n Porque a\u00c3\u00ban no s\u00c3\u00a9 c\u00c3\u00b3mo vivir sin tu amor"", ""Y descubr\u00c3\u00ad lo que significa una rosa Y me ense\u00c3\u00b1aste a decir mentiras piadosas Para poder verte a horas no adecuadas Y a reemplazar palabras por miradas"", ""Y fue por ti que escrib\u00c3\u00ad m\u00c3\u00a1s de cien canciones Y hasta perdon\u00c3\u00a9 tus equivocaciones Y conoc\u00c3\u00ad m\u00c3\u00a1s de mil formas de besar Y fue por ti que descubr\u00c3\u00ad lo que es amar"", ""Lo que es amar, lo que es amar Lo que es amar, lo que es amar Lo que es amar, lo que es amar"""
233,las caderas no mienten   ,"""No fighting No fighting Shakira Shakira"", ""Yo no sabia que ella bailaba as\u00c3\u00ad, (bailaba as\u00c3\u00ad) aquella noche yo me enloquec\u00c3\u00ad (enloquec\u00c3\u00ad) como se llama, si, bonita, si, mi casa, su casa. Shakira, Shakira"", ""Tu sabes que palabra usar para hacerme suspirar no intentes intento ya va llegando el momento Ser\u00c3\u00a1 ser\u00c3\u00a1 que lo que nunca fue es para hacerse hoy y sientes y siento mira si sigue as\u00c3\u00ad baby es perfecto."", ""Amor yo no me canso de verte y decirte lo que siento, en mis brazos yo quiero tenerte, y que sientas lo que siento. Cuando te veo caminar no me puedo controlar, amor te mueves como el viento, solo quisiera bailar ser el due\u00c3\u00b1o de tu coraz\u00c3\u00b3n y vete ver el tiempo."", ""Yo no sabia que ella bailaba as\u00c3\u00ad (bailaba as\u00c3\u00ad) aqu\u00c3\u00a9lla noche yo me enloquec\u00c3\u00ad (enloquec\u00c3\u00ad) como se llama, si, bonita, si mi casa, su casa Shakira, Shakira"", ""Tu sabes que palabra usar para hacerme suspirar no internes intento ya va llegando el momento."", ""Ser\u00c3\u00a1 ser\u00c3\u00a1 que lo que nunca fue es para hacerse hoy y sientes y siento mira si sigue as\u00c3\u00ad baby es perfecto."", ""Hay lo que ser\u00c3\u00a1 ser\u00c3\u00a1 y lo que nunca fue es para que sea ya. Me buscas te encuentro mira si sigue as\u00c3\u00ad baby es perfecto."", ""Amor ahora que empiezas a verme de esa forma animal, ya no se lo que pienses hacerme si esta bien o esta mal. Mi voluntad se hecho a perder no hay ciego peor que el que no quiere ver. Si lo que hago con las manos lo deshago con los pies, lo que hay es lo que ves."", ""Baila en la calle de noche Baila en la calle de d\u00c3\u00ada Baila en la calle de noche Baila en la calle de d\u00c3\u00ada"", ""Yo no sabia que ella bailaba as\u00c3\u00ad (bailaba as\u00c3\u00ad) aquella noche yo me enloquec\u00c3\u00ad (enloquec\u00c3\u00ad) como se llama, si, bonita, si, mi casa, su casa Shakira, Shakira"", ""Tu sabes que palabra usar para hacerme suspirar no internes intento ya va llegando el momento."", ""Se\u00c3\u00b1orita, feel the conga mueve tu cintura como toda Colombia"", ""(Yeah, oh, yeah Sing it, sing it)"", ""Mira en barranquilla se baila as\u00c3\u00ad, say it ! En barranquilla se baila as\u00c3\u00ad"", ""Yeah, she's so sexy, yeah you my fantasy Refugee get back with the Fugees From a third-world country I go back like with ?? cream For humpty hump We need a whole club, Jay-Z Nobody see I ain't what I watch The Colombian's a hitch I ain't guilty, it's a musical transaction Boo-boop-so-boop, no more dooby snack groups Refugees run the scenes 'cause we own our own booths"", ""Ser\u00c3\u00a1 ser\u00c3\u00a1 que lo que nunca fue es para hacerse hoy y sientes y siento mira si sigue as\u00c3\u00ad baby es perfecto."", ""Hay lo que ser\u00c3\u00a1 ser\u00c3\u00a1 que lo que nunca fue es para que sea ya, me buscas te encuentro, tu sigue as\u00c3\u00ad baby es perfecto"", ""No fighting No fighting"""
234,animal city en espanol   ,"""Why do all my friends now want to be your lovers? Your family got bigger when they thought you were rich And now like maniacs, they scratch your back Even when it doesn't itch"", ""I want to figure it all I want to figure it all out I want to save you from Save you from all that's vain Save you from the things that cause us pain"", ""'Cause it's an animal city It's a cannibal world So be obedient, don't argue Some are ready to bite you"", ""It's an animal city It's a cannibal world So be obedient, don't argue Some are ready to bite you, my love"", ""They believe you now Have everything you wanted And once you have become a star You've got no right to bitch"", ""But someday when you fail They'll put you on sale And buy you by the inch"", ""But you're the real deal And \""real\"" is your middle name You know sometimes I feel Gotta earn every breath we take, baby Never mind the rules we break"", ""'Cause it's an animal city It's a cannibal world So be obedient, don't argue Some are ready to bite you"", ""It's an animal city It's a cannibal world So be obedient, don't argue Some are ready rip you right off"", ""With you I feel safe There's nothing to fear from us Away from the fangs, the fangs of the world I may be a coward, but you are brave And nothing seems so dangerous"", ""'Cause it's an animal city It's a cannibal world So be obedient, don't argue Some are ready to bite you"", ""It's an animal city It's a cannibal world So be obedient, don't argue Some are ready rip you right off"", ""Cannibal world Cannibal world Cannibal world Cannibal world"", ""So be obedient, don't argue Some are ready to bite you, my love"""
235,1968   ,"""Dime qui\u00c3\u00a9n conoc\u00c3\u00ada Qu\u00c3\u00a9 era entonces la vida Andaba el mundo en plan de hallar la libertad Y rechazar lo que el mundo les impon\u00c3\u00ada"", ""Dime qui\u00c3\u00a9n encend\u00c3\u00ada Toda esa rebeld\u00c3\u00ada Ruseau y Luther King, Sartre y Gagar\u00c3\u00adn Qu\u00c3\u00a9 es lo que me perd\u00c3\u00ad cuando yo no exist\u00c3\u00ada?"", ""All\u00c3\u00a1 no fue mentira"", ""Sin miedos liberemos nuestros sue\u00c3\u00b1os Y vamos a recorrer por eses tiempos"""
236,al taller del maestro en portugues   ,"""Como me d\u00c3\u00b3i estar acordada E n\u00c3\u00a3o poder cantar, Como expressar com palavras Que eu morro se n\u00c3\u00a3o estas, O tempo passa e tudo muda Hoje choro de solid\u00c3\u00a3o, O sonho que levou na alma De repente j\u00c3\u00a1 n\u00c3\u00a3o esta, Que o sorriso j\u00c3\u00a1 se foi embora Minhas lagrimas ca\u00c3\u00adram Ao ensinar do mestre Venho pois ele me curara As ferramentas do mestre Minha alma remendara Martelo na m\u00c3\u00a3o E muito fogo Mesmo que me doa Ajudar\u00c3\u00a1 a conhecer-lo E a entende-lo, A saber que nada mere\u00c3\u00a7o Amar \u00c3\u00a9 mais um pretexto \u00c3\u0089 uma entrega a sonegar Masque aquele sentimento \u00c3\u0089 a decis\u00c3\u00a3o de amar Ao ensinar do mestre venho Ali, ali o sol se por\u00c3\u00a1 Ao ensinar do professor venho"""
237,antologia en portugues   ,
238,hot love   ,"""No fighting No fighting"", ""Yo no sabia que ella bailaba as\u00c3\u00ad, (bailaba as\u00c3\u00ad) Aquella noche yo me enloquec\u00c3\u00ad (enloquec\u00c3\u00ad) Como se llama, si, bonita, si, mi casa, su casa. Shakira, shakira"", ""Tu sabes que palabra usar para hacerme suspirar Mantente atento ya va llegando el momento Ser\u00c3\u00a1 ser\u00c3\u00a1 que lo que nunca fue es porque fue para hacerse hoy Y sientes y siento si, baby asi es perfecto."", ""Amor yo no me canso de verte Y decirte lo que siento, En mis brazos yo quiero tenerte, Y que sientas lo que siento. Cuando te veo caminar no me puedo controlar, Amor te mueves como el viento, Solo quisiera bailar ser el due\u00c3\u00b1o de tu coraz\u00c3\u00b3n y detener el tiempo."", ""Yo no sabia que ella bailaba as\u00c3\u00ad (bailaba as\u00c3\u00ad) Aqu\u00c3\u00a9lla noche yo me enloquec\u00c3\u00ad (enloquec\u00c3\u00ad) Como se llama, si, bonita, si mi casa, su casa Shakira, shakira"", ""Tu sabes que palabra usar para hacerme suspirar Mantente atento ya va llegando el momento. Ser\u00c3\u00a1 ser\u00c3\u00a1 que lo que nunca fue es porque fue para hacerse hoy Y sientes y siento si, baby asi es perfecto."", ""Ay lo que ser\u00c3\u00a1 ser\u00c3\u00a1 y lo que aun no fue es porque fue para que sea ya. Me buscas te encuentro mira asi, baby asi es perfecto."", ""Amor a hora que empiezas a verme de esa forma animal, Ya no se lo que pienses hacerme si esta bien o esta mal. Mi voluntad se hecho a perder No hay ciego peor que el que no quiere ver Si lo que hago con las manos lo deshago con los pies, Lo que hay es lo que ves."", ""Baila en la calle de noche Baila en la calle de d\u00c3\u00ada Baila en la calle de noche Baila en la calle de d\u00c3\u00ada"", ""Yo no sabia que ella bailaba as\u00c3\u00ad (bailaba as\u00c3\u00ad) Aquella noche yo me enloquec\u00c3\u00ad (enloquec\u00c3\u00ad) como se llama, Si, bonita, si, mi casa, su casa Shakira, shakira"", ""Tu sabes que palabra usar para hacerme suspirar Mantente atento ya va llegando el momento."", ""Se\u00c3\u00b1orita, feel the conga mueve tu cintura como toda Colombia"", ""(yeah, oh, yeah Sing it, sing it)"", ""Mira en Barranquilla se baila as\u00c3\u00ad, say it! En Barranquilla se baila as\u00c3\u00ad"", ""Yeah, she's so sexy, every man's fantasy Refugee like me back with the fugees From a third-world country I go back like when pac carried crates For Humpty Humpty I need a whole club dizzy Why the C-I-A wanna watch us? Colombians and Haitians I ain't guilty, it's a musical transaction No more do we snatch ropes Refugees run the seas 'cause we own our own boats"", ""Ser\u00c3\u00a1 ser\u00c3\u00a1 que lo que nunca fue es porque fue para hacerse hoy Y sientes y siento si, baby asi es perfecto."", ""Hay lo que ser\u00c3\u00a1 ser\u00c3\u00a1 y lo que aun no fue es porque fue para que sea ya, Me buscas, te encuentro, asi baby as\u00c3\u00ad es perfecto"", ""No fighting No fighting"""
239,brujeria english   ,"""Por si este maleficio habla del peligro Mira las llamas rojas del amor en las sombras Nooo Ese es el sonido m\u00c3\u00a1s dulce que conocen mis oidos qu\u00c3\u00a9 hechizo Me lleva hasta tu nombre s\u00c3\u00ad Si no Sacude el interior tus ojos de carbon Cu\u00c3\u00a1l sera el exorcismo d\u00c3\u00admelo Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada domina mi coraz\u00c3\u00b3n"", ""Un Halloween de mentiras, mentiras No sigas no Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada encendida en mi raz\u00c3\u00b3n Pero me matas de amor sin salida y que har\u00c3\u00ada yo"", ""Es como un aquelarre por los que se esconde"", ""entre mis fantas\u00c3\u00adas en la piel que se anima no No-s\u00c3\u00ad Conoc\u00c3\u00ad a una gitana de unas de gato Las plumas de lechuza y el arbol de un cilantro, s\u00c3\u00ad S\u00c3\u00ad-no Me dice mi emocion que no me niegue hoy"", ""trepan de tu escoba y ya se convirt\u00c3\u00ado Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada domina mi coraz\u00c3\u00b3n"", ""Un Halloween de mentiras, mentiras No sigas no Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada encendida en mi raz\u00c3\u00b3n Pero me matas de amor sin salida y que har\u00c3\u00ada yo Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada domina mi coraz\u00c3\u00b3n Un Halloween de mentiras, mentiras No sigas no Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada encendida en mi raz\u00c3\u00b3n Pero me matas de amor sin salida y que har\u00c3\u00ada yo Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada domina mi coraz\u00c3\u00b3n Un Halloween de mentiras, mentiras No sigas no Qu\u00c3\u00a9 clase de brujer\u00c3\u00ada encendida en mi raz\u00c3\u00b3n"""
240,las de la intuicion en ingles   ,"""No me preguntes m\u00c3\u00a1s por m\u00c3\u00ad Si ya sabes cu\u00c3\u00a1l es la respuesta Desde el momento en que te vi S\u00c3\u00a9 a lo que voy"", ""Yo me propongo ser de ti Una v\u00c3\u00adctima casi perfecta Yo me propongo ser de ti Un volc\u00c3\u00a1n hoy"", ""El amor tal vez Es un mal com\u00c3\u00ban Y as\u00c3\u00ad como ves Estoy viva a\u00c3\u00ban Ser\u00c3\u00a1 cuesti\u00c3\u00b3n de suerte"", ""Y creo que empiezo a entender (Despacio, despacio comienzas a caer) Nos dese\u00c3\u00a1bamos desde antes de nacer (Te siento, te siento desde antes de nacer) Tengo el presentimiento de que empieza la acci\u00c3\u00b3n (Adentro, adentro te vas quedando) Y las mujeres somos las de la intuici\u00c3\u00b3n (As\u00c3\u00ad, estoy dispuesta a todo, amor)"", ""(Estoy dispuesta a todo, amor)"", ""Creo que empiezo a entender Y nos dese\u00c3\u00a1bamos desde antes de nacer (Te siento, te siento desde antes de nacer) Tengo el presentimiento de que empieza la acci\u00c3\u00b3n (Adentro, adentro te vas quedando) Y las mujeres somos las de la intuici\u00c3\u00b3n Las de la intuici\u00c3\u00b3n"", ""Creo que empiezo a entender (Despacio, despacio comienzas a caer) Nos dese\u00c3\u00a1bamos desde antes de nacer (Te siento, te siento desde antes de nacer) Tengo el presentimiento de que empieza la acci\u00c3\u00b3n (Adentro, adentro te vas quedando) Y las mujeres somos las de la intuici\u00c3\u00b3n Las de la intuici\u00c3\u00b3n"""
241,dia de enero en ingles   ,"""Te conoc\u00c3\u00ad un d\u00c3\u00ada de enero, con la luna en mi nariz Y como v\u00c3\u00ad que eras sincero En tus ojos me perd\u00c3\u00ad"", ""Que torpe distracci\u00c3\u00b3n Y que dulce sensaci\u00c3\u00b3n"", ""Y ahora que andamos por el mundo Como Eneas y Benitin Ya te encontre varios rasgu\u00c3\u00b1os Que te hicieron por ah\u00c3\u00ad"", ""Pero mi loco amor Es tu mejor doctor"", ""Voy a curarte el alma en duelo Voy a dejarte como nuevo Y todo va a pasar Pronto ver\u00c3\u00a1s el sol brillar"", ""T\u00c3\u00ba m\u00c3\u00a1s que nadie merecer ser feliz"", ""Ya vas a ver como van sanando Poco a poco tus heridas Ya vas a ver como va La misma vida a decantar la sal que sobra del mar"", ""Y aunque hayas sido un extranjero hasta en tu propio pa\u00c3\u00ads Si yo te digo \u00c2\u00bfqu\u00c3\u00a9 dices tu? Tu a\u00c3\u00ban dices \u00c2\u00bfque dec\u00c3\u00ads? Y lloras de emoci\u00c3\u00b3n oyendo un bandone\u00c3\u00b3n"", ""Y aunque parezcas despistado con ese caminar pausado Conozco la raz\u00c3\u00b3n que hace doler tu coraz\u00c3\u00b3n Por eso quise hacerte esta canci\u00c3\u00b3n"", ""Ya vas a ver como van sanando Poco a poco tus heridas Ya vas a ver como va La misma vida a decantar la sal que sobra del mar"""
